date,store,sales,dow,week,month,day,quarter,is_weekend,year
2014-04-12,6,2265,5,15,4,12,2,1,2014
2014-04-12,7,2050,5,15,4,12,2,1,2014
2014-04-12,8,3600,5,15,4,12,2,1,2014
2014-04-12,9,3159,5,15,4,12,2,1,2014
2014-04-12,10,3259,5,15,4,12,2,1,2014
2014-04-13,1,2833,6,15,4,13,2,1,2014
2014-04-13,2,4104,6,15,4,13,2,1,2014
2014-04-13,3,3616,6,15,4,13,2,1,2014
2014-04-13,4,3284,6,15,4,13,2,1,2014
2014-04-13,5,2432,6,15,4,13,2,1,2014
2014-04-13,6,2353,6,15,4,13,2,1,2014
2014-04-13,7,2196,6,15,4,13,2,1,2014
2014-04-13,8,3695,6,15,4,13,2,1,2014
2014-04-13,9,3251,6,15,4,13,2,1,2014
2014-04-13,10,3691,6,15,4,13,2,1,2014
2014-04-14,1,1955,0,16,4,14,2,0,2014
2014-04-14,2,2679,0,16,4,14,2,0,2014
2014-04-14,3,2394,0,16,4,14,2,0,2014
2014-04-14,4,2157,0,16,4,14,2,0,2014
2014-04-14,5,1604,0,16,4,14,2,0,2014
2014-04-14,6,1594,0,16,4,14,2,0,2014
2014-04-14,7,1509,0,16,4,14,2,0,2014
2014-04-14,8,2543,0,16,4,14,2,0,2014
2014-04-14,9,2165,0,16,4,14,2,0,2014
2014-04-14,10,2391,0,16,4,14,2,0,2014
2014-04-15,1,2159,1,16,4,15,2,0,2014
2014-04-15,2,3207,1,16,4,15,2,0,2014
2014-04-15,3,2814,1,16,4,15,2,0,2014
2014-04-15,4,2564,1,16,4,15,2,0,2014
2014-04-15,5,1893,1,16,4,15,2,0,2014
2014-04-15,6,1829,1,16,4,15,2,0,2014
2014-04-15,7,1679,1,16,4,15,2,0,2014
2014-04-15,8,3003,1,16,4,15,2,0,2014
2014-04-15,9,2669,1,16,4,15,2,0,2014
2014-04-15,10,2719,1,16,4,15,2,0,2014
2014-04-16,1,2125,2,16,4,16,2,0,2014
2014-04-16,2,3137,2,16,4,16,2,0,2014
2014-04-16,3,2804,2,16,4,16,2,0,2014
2014-04-16,4,2506,2,16,4,16,2,0,2014
2014-04-16,5,1971,2,16,4,16,2,0,2014
2014-04-16,6,1918,2,16,4,16,2,0,2014
2014-04-16,7,1673,2,16,4,16,2,0,2014
2014-04-16,8,2982,2,16,4,16,2,0,2014
2014-04-16,9,2491,2,16,4,16,2,0,2014
2014-04-16,10,2831,2,16,4,16,2,0,2014
2014-04-17,1,2397,3,16,4,17,2,0,2014
2014-04-17,2,3494,3,16,4,17,2,0,2014
2014-04-17,3,3000,3,16,4,17,2,0,2014
2014-04-17,4,2803,3,16,4,17,2,0,2014
2014-04-17,5,1956,3,16,4,17,2,0,2014
2014-04-17,6,2000,3,16,4,17,2,0,2014
2014-04-17,7,1797,3,16,4,17,2,0,2014
2014-04-17,8,3262,3,16,4,17,2,0,2014
2014-04-17,9,2758,3,16,4,17,2,0,2014
2014-04-17,10,2980,3,16,4,17,2,0,2014
2014-04-18,1,2487,4,16,4,18,2,0,2014
2014-04-18,2,3524,4,16,4,18,2,0,2014
2014-04-18,3,3186,4,16,4,18,2,0,2014
2014-04-18,4,2820,4,16,4,18,2,0,2014
2014-04-18,5,2064,4,16,4,18,2,0,2014
2014-04-18,6,2106,4,16,4,18,2,0,2014
2014-04-18,7,1987,4,16,4,18,2,0,2014
2014-04-18,8,3444,4,16,4,18,2,0,2014
2014-04-18,9,2949,4,16,4,18,2,0,2014
2014-04-18,10,3114,4,16,4,18,2,0,2014
2014-04-19,1,2740,5,16,4,19,2,1,2014
2014-04-19,2,3813,5,16,4,19,2,1,2014
2014-04-19,3,3390,5,16,4,19,2,1,2014
2014-04-19,4,3158,5,16,4,19,2,1,2014
2014-04-19,5,2204,5,16,4,19,2,1,2014
2014-04-19,6,2255,5,16,4,19,2,1,2014
2014-04-19,7,2017,5,16,4,19,2,1,2014
2014-04-19,8,3649,5,16,4,19,2,1,2014
2014-04-19,9,3057,5,16,4,19,2,1,2014
2014-04-19,10,3400,5,16,4,19,2,1,2014
2014-04-20,1,2885,6,16,4,20,2,1,2014
2014-04-20,2,3904,6,16,4,20,2,1,2014
2014-04-20,3,3625,6,16,4,20,2,1,2014
2014-04-20,4,3286,6,16,4,20,2,1,2014
2014-04-20,5,2475,6,16,4,20,2,1,2014
2014-04-20,6,2362,6,16,4,20,2,1,2014
2014-04-20,7,2223,6,16,4,20,2,1,2014
2014-04-20,8,3915,6,16,4,20,2,1,2014
2014-04-20,9,3284,6,16,4,20,2,1,2014
2014-04-20,10,3488,6,16,4,20,2,1,2014
2014-04-21,1,1844,0,17,4,21,2,0,2014
2014-04-21,2,2706,0,17,4,21,2,0,2014
2014-04-21,3,2393,0,17,4,21,2,0,2014
2014-04-21,4,2226,0,17,4,21,2,0,2014
2014-04-21,5,1632,0,17,4,21,2,0,2014
2014-04-21,6,1597,0,17,4,21,2,0,2014
2014-04-21,7,1415,0,17,4,21,2,0,2014
2014-04-21,8,2496,0,17,4,21,2,0,2014
2014-04-21,9,2251,0,17,4,21,2,0,2014
2014-04-21,10,2299,0,17,4,21,2,0,2014
2014-04-22,1,2259,1,17,4,22,2,0,2014
2014-04-22,2,3161,1,17,4,22,2,0,2014
2014-04-22,3,2866,1,17,4,22,2,0,2014
2014-04-22,4,2544,1,17,4,22,2,0,2014
2014-04-22,5,1806,1,17,4,22,2,0,2014
2014-04-22,6,1835,1,17,4,22,2,0,2014
2014-04-22,7,1720,1,17,4,22,2,0,2014
2014-04-22,8,3127,1,17,4,22,2,0,2014
2014-04-22,9,2535,1,17,4,22,2,0,2014
2014-04-22,10,2802,1,17,4,22,2,0,2014
2014-04-23,1,2162,2,17,4,23,2,0,2014
2014-04-23,2,3130,2,17,4,23,2,0,2014
2014-04-23,3,2806,2,17,4,23,2,0,2014
2014-04-23,4,2603,2,17,4,23,2,0,2014
2014-04-23,5,1871,2,17,4,23,2,0,2014
2014-04-23,6,1907,2,17,4,23,2,0,2014
2014-04-23,7,1648,2,17,4,23,2,0,2014
2014-04-23,8,3046,2,17,4,23,2,0,2014
2014-04-23,9,2522,2,17,4,23,2,0,2014
2014-04-23,10,2697,2,17,4,23,2,0,2014
2014-04-24,1,2342,3,17,4,24,2,0,2014
2014-04-24,2,3350,3,17,4,24,2,0,2014
2014-04-24,3,3036,3,17,4,24,2,0,2014
2014-04-24,4,2711,3,17,4,24,2,0,2014
2014-04-24,5,2023,3,17,4,24,2,0,2014
2014-04-24,6,2019,3,17,4,24,2,0,2014
2014-04-24,7,1821,3,17,4,24,2,0,2014
2014-04-24,8,3076,3,17,4,24,2,0,2014
2014-04-24,9,2717,3,17,4,24,2,0,2014
2014-04-24,10,2904,3,17,4,24,2,0,2014
2014-04-25,1,2497,4,17,4,25,2,0,2014
2014-04-25,2,3567,4,17,4,25,2,0,2014
2014-04-25,3,3254,4,17,4,25,2,0,2014
2014-04-25,4,2882,4,17,4,25,2,0,2014
2014-04-25,5,2165,4,17,4,25,2,0,2014
2014-04-25,6,2098,4,17,4,25,2,0,2014
2014-04-25,7,1997,4,17,4,25,2,0,2014
2014-04-25,8,3396,4,17,4,25,2,0,2014
2014-04-25,9,2901,4,17,4,25,2,0,2014
2014-04-25,10,3140,4,17,4,25,2,0,2014
2014-04-26,1,2707,5,17,4,26,2,1,2014
2014-04-26,2,3751,5,17,4,26,2,1,2014
2014-04-26,3,3355,5,17,4,26,2,1,2014
2014-04-26,4,3083,5,17,4,26,2,1,2014
2014-04-26,5,2284,5,17,4,26,2,1,2014
2014-04-26,6,2266,5,17,4,26,2,1,2014
2014-04-26,7,2048,5,17,4,26,2,1,2014
2014-04-26,8,3617,5,17,4,26,2,1,2014
2014-04-26,9,3126,5,17,4,26,2,1,2014
2014-04-26,10,3343,5,17,4,26,2,1,2014
2014-04-27,1,2774,6,17,4,27,2,1,2014
2014-04-27,2,4096,6,17,4,27,2,1,2014
2014-04-27,3,3672,6,17,4,27,2,1,2014
2014-04-27,4,3359,6,17,4,27,2,1,2014
2014-04-27,5,2397,6,17,4,27,2,1,2014
2014-04-27,6,2329,6,17,4,27,2,1,2014
2014-04-27,7,2237,6,17,4,27,2,1,2014
2014-04-27,8,3806,6,17,4,27,2,1,2014
2014-04-27,9,3312,6,17,4,27,2,1,2014
2014-04-27,10,3605,6,17,4,27,2,1,2014
2014-04-28,1,1864,0,18,4,28,2,0,2014
2014-04-28,2,2794,0,18,4,28,2,0,2014
2014-04-28,3,2356,0,18,4,28,2,0,2014
2014-04-28,4,2220,0,18,4,28,2,0,2014
2014-04-28,5,1562,0,18,4,28,2,0,2014
2014-04-28,6,1583,0,18,4,28,2,0,2014
2014-04-28,7,1443,0,18,4,28,2,0,2014
2014-04-28,8,2482,0,18,4,28,2,0,2014
2014-04-28,9,2236,0,18,4,28,2,0,2014
2014-04-28,10,2296,0,18,4,28,2,0,2014
2014-04-29,1,2154,1,18,4,29,2,0,2014
2014-04-29,2,3149,1,18,4,29,2,0,2014
2014-04-29,3,2848,1,18,4,29,2,0,2014
2014-04-29,4,2536,1,18,4,29,2,0,2014
2014-04-29,5,1784,1,18,4,29,2,0,2014
2014-04-29,6,1889,1,18,4,29,2,0,2014
2014-04-29,7,1719,1,18,4,29,2,0,2014
2014-04-29,8,3047,1,18,4,29,2,0,2014
2014-04-29,9,2564,1,18,4,29,2,0,2014
2014-04-29,10,2826,1,18,4,29,2,0,2014
2014-04-30,1,2251,2,18,4,30,2,0,2014
2014-04-30,2,3056,2,18,4,30,2,0,2014
2014-04-30,3,2817,2,18,4,30,2,0,2014
2014-04-30,4,2553,2,18,4,30,2,0,2014
2014-04-30,5,1907,2,18,4,30,2,0,2014
2014-04-30,6,1854,2,18,4,30,2,0,2014
2014-04-30,7,1768,2,18,4,30,2,0,2014
2014-04-30,8,2963,2,18,4,30,2,0,2014
2014-04-30,9,2576,2,18,4,30,2,0,2014
2014-04-30,10,2790,2,18,4,30,2,0,2014
2014-05-01,1,2571,3,18,5,1,2,0,2014
2014-05-01,2,3709,3,18,5,1,2,0,2014
2014-05-01,3,3117,3,18,5,1,2,0,2014
2014-05-01,4,2941,3,18,5,1,2,0,2014
2014-05-01,5,2213,3,18,5,1,2,0,2014
2014-05-01,6,2187,3,18,5,1,2,0,2014
2014-05-01,7,1950,3,18,5,1,2,0,2014
2014-05-01,8,3340,3,18,5,1,2,0,2014
2014-05-01,9,2965,3,18,5,1,2,0,2014
2014-05-01,10,3158,3,18,5,1,2,0,2014
2014-05-02,1,2747,4,18,5,2,2,0,2014
2014-05-02,2,3900,4,18,5,2,2,0,2014
2014-05-02,3,3440,4,18,5,2,2,0,2014
2014-05-02,4,3127,4,18,5,2,2,0,2014
2014-05-02,5,2246,4,18,5,2,2,0,2014
2014-05-02,6,2249,4,18,5,2,2,0,2014
2014-05-02,7,2107,4,18,5,2,2,0,2014
2014-05-02,8,3809,4,18,5,2,2,0,2014
2014-05-02,9,3192,4,18,5,2,2,0,2014
2014-05-02,10,3322,4,18,5,2,2,0,2014
2014-05-03,1,2877,5,18,5,3,2,1,2014
2014-05-03,2,4031,5,18,5,3,2,1,2014
2014-05-03,3,3582,5,18,5,3,2,1,2014
2014-05-03,4,3373,5,18,5,3,2,1,2014
2014-05-03,5,2440,5,18,5,3,2,1,2014
2014-05-03,6,2438,5,18,5,3,2,1,2014
2014-05-03,7,2216,5,18,5,3,2,1,2014
2014-05-03,8,3868,5,18,5,3,2,1,2014
2014-05-03,9,3386,5,18,5,3,2,1,2014
2014-05-03,10,3583,5,18,5,3,2,1,2014
2014-05-04,1,3024,6,18,5,4,2,1,2014
2014-05-04,2,4295,6,18,5,4,2,1,2014
2014-05-04,3,3754,6,18,5,4,2,1,2014
2014-05-04,4,3480,6,18,5,4,2,1,2014
2014-05-04,5,2653,6,18,5,4,2,1,2014
2014-05-04,6,2593,6,18,5,4,2,1,2014
2014-05-04,7,2301,6,18,5,4,2,1,2014
2014-05-04,8,4200,6,18,5,4,2,1,2014
2014-05-04,9,3599,6,18,5,4,2,1,2014
2014-05-04,10,3777,6,18,5,4,2,1,2014
2014-05-05,1,2046,0,19,5,5,2,0,2014
2014-05-05,2,2942,0,19,5,5,2,0,2014
2014-05-05,3,2562,0,19,5,5,2,0,2014
2014-05-05,4,2306,0,19,5,5,2,0,2014
2014-05-05,5,1681,0,19,5,5,2,0,2014
2014-05-05,6,1661,0,19,5,5,2,0,2014
2014-05-05,7,1586,0,19,5,5,2,0,2014
2014-05-05,8,2737,0,19,5,5,2,0,2014
2014-05-05,9,2327,0,19,5,5,2,0,2014
2014-05-05,10,2530,0,19,5,5,2,0,2014
2014-05-06,1,2348,1,19,5,6,2,0,2014
2014-05-06,2,3468,1,19,5,6,2,0,2014
2014-05-06,3,3002,1,19,5,6,2,0,2014
2014-05-06,4,2756,1,19,5,6,2,0,2014
2014-05-06,5,2036,1,19,5,6,2,0,2014
2014-05-06,6,2040,1,19,5,6,2,0,2014
2014-05-06,7,1863,1,19,5,6,2,0,2014
2014-05-06,8,3282,1,19,5,6,2,0,2014
2014-05-06,9,2794,1,19,5,6,2,0,2014
2014-05-06,10,2890,1,19,5,6,2,0,2014
2014-05-07,1,2400,2,19,5,7,2,0,2014
2014-05-07,2,3405,2,19,5,7,2,0,2014
2014-05-07,3,3008,2,19,5,7,2,0,2014
2014-05-07,4,2649,2,19,5,7,2,0,2014
2014-05-07,5,1985,2,19,5,7,2,0,2014
2014-05-07,6,2021,2,19,5,7,2,0,2014
2014-05-07,7,1833,2,19,5,7,2,0,2014
2014-05-07,8,3090,2,19,5,7,2,0,2014
2014-05-07,9,2694,2,19,5,7,2,0,2014
2014-05-07,10,2899,2,19,5,7,2,0,2014
2014-05-08,1,2481,3,19,5,8,2,0,2014
2014-05-08,2,3614,3,19,5,8,2,0,2014
2014-05-08,3,3192,3,19,5,8,2,0,2014
2014-05-08,4,2915,3,19,5,8,2,0,2014
2014-05-08,5,2104,3,19,5,8,2,0,2014
2014-05-08,6,2181,3,19,5,8,2,0,2014
2014-05-08,7,1929,3,19,5,8,2,0,2014
2014-05-08,8,3448,3,19,5,8,2,0,2014
2014-05-08,9,2882,3,19,5,8,2,0,2014
2014-05-08,10,3032,3,19,5,8,2,0,2014
2014-05-09,1,2632,4,19,5,9,2,0,2014
2014-05-09,2,3770,4,19,5,9,2,0,2014
2014-05-09,3,3346,4,19,5,9,2,0,2014
2014-05-09,4,3127,4,19,5,9,2,0,2014
2014-05-09,5,2260,4,19,5,9,2,0,2014
2014-05-09,6,2317,4,19,5,9,2,0,2014
2014-05-09,7,2080,4,19,5,9,2,0,2014
2014-05-09,8,3738,4,19,5,9,2,0,2014
2014-05-09,9,3178,4,19,5,9,2,0,2014
2014-05-09,10,3301,4,19,5,9,2,0,2014
2014-05-10,1,2923,5,19,5,10,2,1,2014
2014-05-10,2,4017,5,19,5,10,2,1,2014
2014-05-10,3,3672,5,19,5,10,2,1,2014
2014-05-10,4,3352,5,19,5,10,2,1,2014
2014-05-10,5,2430,5,19,5,10,2,1,2014
2014-05-10,6,2416,5,19,5,10,2,1,2014
2014-05-10,7,2297,5,19,5,10,2,1,2014
2014-05-10,8,3866,5,19,5,10,2,1,2014
2014-05-10,9,3332,5,19,5,10,2,1,2014
2014-05-10,10,3501,5,19,5,10,2,1,2014
2014-05-11,1,3116,6,19,5,11,2,1,2014
2014-05-11,2,4323,6,19,5,11,2,1,2014
2014-05-11,3,3785,6,19,5,11,2,1,2014
2014-05-11,4,3467,6,19,5,11,2,1,2014
2014-05-11,5,2600,6,19,5,11,2,1,2014
2014-05-11,6,2547,6,19,5,11,2,1,2014
2014-05-11,7,2343,6,19,5,11,2,1,2014
2014-05-11,8,4123,6,19,5,11,2,1,2014
2014-05-11,9,3452,6,19,5,11,2,1,2014
2014-05-11,10,3751,6,19,5,11,2,1,2014
2014-05-12,1,2098,0,20,5,12,2,0,2014
2014-05-12,2,2993,0,20,5,12,2,0,2014
2014-05-12,3,2580,0,20,5,12,2,0,2014
2014-05-12,4,2333,0,20,5,12,2,0,2014
2014-05-12,5,1662,0,20,5,12,2,0,2014
2014-05-12,6,1719,0,20,5,12,2,0,2014
2014-05-12,7,1617,0,20,5,12,2,0,2014
2014-05-12,8,2759,0,20,5,12,2,0,2014
2014-05-12,9,2375,0,20,5,12,2,0,2014
2014-05-12,10,2560,0,20,5,12,2,0,2014
2014-05-13,1,2432,1,20,5,13,2,0,2014
2014-05-13,2,3340,1,20,5,13,2,0,2014
2014-05-13,3,3065,1,20,5,13,2,0,2014
2014-05-13,4,2809,1,20,5,13,2,0,2014
2014-05-13,5,1992,1,20,5,13,2,0,2014
2014-05-13,6,2009,1,20,5,13,2,0,2014
2014-05-13,7,1882,1,20,5,13,2,0,2014
2014-05-13,8,3112,1,20,5,13,2,0,2014
2014-05-13,9,2792,1,20,5,13,2,0,2014
2014-05-13,10,2945,1,20,5,13,2,0,2014
2014-05-14,1,2381,2,20,5,14,2,0,2014
2014-05-14,2,3267,2,20,5,14,2,0,2014
2014-05-14,3,2928,2,20,5,14,2,0,2014
2014-05-14,4,2781,2,20,5,14,2,0,2014
2014-05-14,5,2012,2,20,5,14,2,0,2014
2014-05-14,6,2004,2,20,5,14,2,0,2014
2014-05-14,7,1817,2,20,5,14,2,0,2014
2014-05-14,8,3270,2,20,5,14,2,0,2014
2014-05-14,9,2859,2,20,5,14,2,0,2014
2014-05-14,10,3014,2,20,5,14,2,0,2014
2014-05-15,1,2590,3,20,5,15,2,0,2014
2014-05-15,2,3571,3,20,5,15,2,0,2014
2014-05-15,3,3212,3,20,5,15,2,0,2014
2014-05-15,4,2951,3,20,5,15,2,0,2014
2014-05-15,5,2150,3,20,5,15,2,0,2014
2014-05-15,6,2141,3,20,5,15,2,0,2014
2014-05-15,7,1890,3,20,5,15,2,0,2014
2014-05-15,8,3412,3,20,5,15,2,0,2014
2014-05-15,9,3034,3,20,5,15,2,0,2014
2014-05-15,10,3168,3,20,5,15,2,0,2014
2014-05-16,1,2740,4,20,5,16,2,0,2014
2014-05-16,2,3749,4,20,5,16,2,0,2014
2014-05-16,3,3425,4,20,5,16,2,0,2014
2014-05-16,4,3212,4,20,5,16,2,0,2014
2014-05-16,5,2238,4,20,5,16,2,0,2014
2014-05-16,6,2216,4,20,5,16,2,0,2014
2014-05-16,7,2093,4,20,5,16,2,0,2014
2014-05-16,8,3614,4,20,5,16,2,0,2014
2014-05-16,9,3072,4,20,5,16,2,0,2014
2014-05-16,10,3417,4,20,5,16,2,0,2014
2014-05-17,1,2910,5,20,5,17,2,1,2014
2014-05-17,2,4104,5,20,5,17,2,1,2014
2014-05-17,3,3697,5,20,5,17,2,1,2014
2014-05-17,4,3347,5,20,5,17,2,1,2014
2014-05-17,5,2436,5,20,5,17,2,1,2014
2014-05-17,6,2400,5,20,5,17,2,1,2014
2014-05-17,7,2223,5,20,5,17,2,1,2014
2014-05-17,8,4017,5,20,5,17,2,1,2014
2014-05-17,9,3323,5,20,5,17,2,1,2014
2014-05-17,10,3701,5,20,5,17,2,1,2014
2014-05-18,1,3079,6,20,5,18,2,1,2014
2014-05-18,2,4258,6,20,5,18,2,1,2014
2014-05-18,3,3872,6,20,5,18,2,1,2014
2014-05-18,4,3473,6,20,5,18,2,1,2014
2014-05-18,5,2557,6,20,5,18,2,1,2014
2014-05-18,6,2571,6,20,5,18,2,1,2014
2014-05-18,7,2421,6,20,5,18,2,1,2014
2014-05-18,8,4208,6,20,5,18,2,1,2014
2014-05-18,9,3502,6,20,5,18,2,1,2014
2014-05-18,10,3732,6,20,5,18,2,1,2014
2014-05-19,1,1994,0,21,5,19,2,0,2014
2014-05-19,2,2930,0,21,5,19,2,0,2014
2014-05-19,3,2470,0,21,5,19,2,0,2014
2014-05-19,4,2329,0,21,5,19,2,0,2014
2014-05-19,5,1701,0,21,5,19,2,0,2014
2014-05-19,6,1700,0,21,5,19,2,0,2014
2014-05-19,7,1554,0,21,5,19,2,0,2014
2014-05-19,8,2730,0,21,5,19,2,0,2014
2014-05-19,9,2348,0,21,5,19,2,0,2014
2014-05-19,10,2567,0,21,5,19,2,0,2014
2014-05-20,1,2344,1,21,5,20,2,0,2014
2014-05-20,2,3294,1,21,5,20,2,0,2014
2014-05-20,3,3053,1,21,5,20,2,0,2014
2014-05-20,4,2797,1,21,5,20,2,0,2014
2014-05-20,5,1983,1,21,5,20,2,0,2014
2014-05-20,6,1956,1,21,5,20,2,0,2014
2014-05-20,7,1758,1,21,5,20,2,0,2014
2014-05-20,8,3193,1,21,5,20,2,0,2014
2014-05-20,9,2840,1,21,5,20,2,0,2014
2014-05-20,10,2906,1,21,5,20,2,0,2014
2014-05-21,1,2346,2,21,5,21,2,0,2014
2014-05-21,2,3389,2,21,5,21,2,0,2014
2014-05-21,3,2929,2,21,5,21,2,0,2014
2014-05-21,4,2789,2,21,5,21,2,0,2014
2014-05-21,5,2018,2,21,5,21,2,0,2014
2014-05-21,6,2035,2,21,5,21,2,0,2014
2014-05-21,7,1821,2,21,5,21,2,0,2014
2014-05-21,8,3213,2,21,5,21,2,0,2014
2014-05-21,9,2777,2,21,5,21,2,0,2014
2014-05-21,10,2947,2,21,5,21,2,0,2014
2014-05-22,1,2554,3,21,5,22,2,0,2014
2014-05-22,2,3581,3,21,5,22,2,0,2014
2014-05-22,3,3144,3,21,5,22,2,0,2014
2014-05-22,4,3069,3,21,5,22,2,0,2014
2014-05-22,5,2137,3,21,5,22,2,0,2014
2014-05-22,6,2147,3,21,5,22,2,0,2014
2014-05-22,7,1989,3,21,5,22,2,0,2014
2014-05-22,8,3401,3,21,5,22,2,0,2014
2014-05-22,9,2850,3,21,5,22,2,0,2014
2014-05-22,10,3078,3,21,5,22,2,0,2014
2014-05-23,1,2671,4,21,5,23,2,0,2014
2014-05-23,2,3784,4,21,5,23,2,0,2014
2014-05-23,3,3464,4,21,5,23,2,0,2014
2014-05-23,4,3035,4,21,5,23,2,0,2014
2014-05-23,5,2241,4,21,5,23,2,0,2014
2014-05-23,6,2290,4,21,5,23,2,0,2014
2014-05-23,7,2091,4,21,5,23,2,0,2014
2014-05-23,8,3563,4,21,5,23,2,0,2014
2014-05-23,9,3086,4,21,5,23,2,0,2014
2014-05-23,10,3296,4,21,5,23,2,0,2014
2014-05-24,1,2810,5,21,5,24,2,1,2014
2014-05-24,2,4120,5,21,5,24,2,1,2014
2014-05-24,3,3609,5,21,5,24,2,1,2014
2014-05-24,4,3266,5,21,5,24,2,1,2014
2014-05-24,5,2321,5,21,5,24,2,1,2014
2014-05-24,6,2504,5,21,5,24,2,1,2014
2014-05-24,7,2189,5,21,5,24,2,1,2014
2014-05-24,8,3970,5,21,5,24,2,1,2014
2014-05-24,9,3410,5,21,5,24,2,1,2014
2014-05-24,10,3637,5,21,5,24,2,1,2014
2014-05-25,1,3050,6,21,5,25,2,1,2014
2014-05-25,2,4302,6,21,5,25,2,1,2014
2014-05-25,3,3799,6,21,5,25,2,1,2014
2014-05-25,4,3608,6,21,5,25,2,1,2014
2014-05-25,5,2519,6,21,5,25,2,1,2014
2014-05-25,6,2554,6,21,5,25,2,1,2014
2014-05-25,7,2308,6,21,5,25,2,1,2014
2014-05-25,8,4097,6,21,5,25,2,1,2014
2014-05-25,9,3578,6,21,5,25,2,1,2014
2014-05-25,10,3699,6,21,5,25,2,1,2014
2014-05-26,1,1967,0,22,5,26,2,0,2014
2014-05-26,2,2840,0,22,5,26,2,0,2014
2014-05-26,3,2592,0,22,5,26,2,0,2014
2014-05-26,4,2494,0,22,5,26,2,0,2014
2014-05-26,5,1778,0,22,5,26,2,0,2014
2014-05-26,6,1742,0,22,5,26,2,0,2014
2014-05-26,7,1488,0,22,5,26,2,0,2014
2014-05-26,8,2816,0,22,5,26,2,0,2014
2014-05-26,9,2322,0,22,5,26,2,0,2014
2014-05-26,10,2457,0,22,5,26,2,0,2014
2014-05-27,1,2297,1,22,5,27,2,0,2014
2014-05-27,2,3415,1,22,5,27,2,0,2014
2014-05-27,3,2982,1,22,5,27,2,0,2014
2014-05-27,4,2740,1,22,5,27,2,0,2014
2014-05-27,5,1983,1,22,5,27,2,0,2014
2014-05-27,6,1982,1,22,5,27,2,0,2014
2014-05-27,7,1814,1,22,5,27,2,0,2014
2014-05-27,8,3311,1,22,5,27,2,0,2014
2014-05-27,9,2828,1,22,5,27,2,0,2014
2014-05-27,10,2937,1,22,5,27,2,0,2014
2014-05-28,1,2372,2,22,5,28,2,0,2014
2014-05-28,2,3444,2,22,5,28,2,0,2014
2014-05-28,3,2933,2,22,5,28,2,0,2014
2014-05-28,4,2736,2,22,5,28,2,0,2014
2014-05-28,5,1966,2,22,5,28,2,0,2014
2014-05-28,6,2011,2,22,5,28,2,0,2014
2014-05-28,7,1862,2,22,5,28,2,0,2014
2014-05-28,8,3175,2,22,5,28,2,0,2014
2014-05-28,9,2750,2,22,5,28,2,0,2014
2014-05-28,10,2937,2,22,5,28,2,0,2014
2014-05-29,1,2566,3,22,5,29,2,0,2014
2014-05-29,2,3600,3,22,5,29,2,0,2014
2014-05-29,3,3164,3,22,5,29,2,0,2014
2014-05-29,4,2998,3,22,5,29,2,0,2014
2014-05-29,5,2145,3,22,5,29,2,0,2014
2014-05-29,6,2100,3,22,5,29,2,0,2014
2014-05-29,7,1958,3,22,5,29,2,0,2014
2014-05-29,8,3463,3,22,5,29,2,0,2014
2014-05-29,9,2980,3,22,5,29,2,0,2014
2014-05-29,10,3060,3,22,5,29,2,0,2014
2014-05-30,1,2812,4,22,5,30,2,0,2014
2014-05-30,2,3757,4,22,5,30,2,0,2014
2014-05-30,3,3365,4,22,5,30,2,0,2014
2014-05-30,4,3122,4,22,5,30,2,0,2014
2014-05-30,5,2329,4,22,5,30,2,0,2014
2014-05-30,6,2370,4,22,5,30,2,0,2014
2014-05-30,7,2050,4,22,5,30,2,0,2014
2014-05-30,8,3701,4,22,5,30,2,0,2014
2014-05-30,9,3237,4,22,5,30,2,0,2014
2014-05-30,10,3288,4,22,5,30,2,0,2014
2014-05-31,1,2930,5,22,5,31,2,1,2014
2014-05-31,2,4057,5,22,5,31,2,1,2014
2014-05-31,3,3589,5,22,5,31,2,1,2014
2014-05-31,4,3390,5,22,5,31,2,1,2014
2014-05-31,5,2441,5,22,5,31,2,1,2014
2014-05-31,6,2363,5,22,5,31,2,1,2014
2014-05-31,7,2244,5,22,5,31,2,1,2014
2014-05-31,8,3798,5,22,5,31,2,1,2014
2014-05-31,9,3268,5,22,5,31,2,1,2014
2014-05-31,10,3655,5,22,5,31,2,1,2014
2014-06-01,1,3361,6,22,6,1,2,1,2014
2014-06-01,2,4606,6,22,6,1,2,1,2014
2014-06-01,3,4097,6,22,6,1,2,1,2014
2014-06-01,4,3787,6,22,6,1,2,1,2014
2014-06-01,5,2715,6,22,6,1,2,1,2014
2014-06-01,6,2717,6,22,6,1,2,1,2014
2014-06-01,7,2611,6,22,6,1,2,1,2014
2014-06-01,8,4361,6,22,6,1,2,1,2014
2014-06-01,9,3732,6,22,6,1,2,1,2014
2014-06-01,10,3913,6,22,6,1,2,1,2014
2014-06-02,1,2266,0,23,6,2,2,0,2014
2014-06-02,2,3096,0,23,6,2,2,0,2014
2014-06-02,3,2744,0,23,6,2,2,0,2014
2014-06-02,4,2420,0,23,6,2,2,0,2014
2014-06-02,5,1809,0,23,6,2,2,0,2014
2014-06-02,6,1775,0,23,6,2,2,0,2014
2014-06-02,7,1699,0,23,6,2,2,0,2014
2014-06-02,8,2949,0,23,6,2,2,0,2014
2014-06-02,9,2517,0,23,6,2,2,0,2014
2014-06-02,10,2659,0,23,6,2,2,0,2014
2014-06-03,1,2507,1,23,6,3,2,0,2014
2014-06-03,2,3552,1,23,6,3,2,0,2014
